Sample,Glycolysis,Oxidative_PPP,Non_oxidative_PPP,TCA_Cycle,Pyruvate_Dehydrogenase,Fatty_Acid_Oxidation,Fatty_Acid_Synthesis,Malic_Enzyme,IDH_NADPH,Lactate_Dehydrogenase,Glutaminolysis,Alanine_catabolism,Aspartate_catabolism,Leucine_catabolism,Isoleucine_catabolism,Valine_catabolism,Serine_catabolism,Glycine_catabolism,Threonine_catabolism,Methionine_catabolism,Proline_catabolism,Arginine_catabolism,Histidine_catabolism,Lysine_catabolism,Phenylalanine_catabolism,Tyrosine_catabolism,Tryptophan_catabolism,Cysteine_catabolism,Asparagine_catabolism
A13,0.29057458179205065,0.12337482382695647,0.07056907254065947,0.32890521786117766,0.09094533333427895,0.5416796190161262,0.05000000000000001,0.05000000000000001,0.2636096869153865,0.511688640622855,0.9480313113305245,1.0,0.975243896853387,0.37309797016808927,0.1546085039645877,0.2536800152548295,0.7475920655010697,0.8446868555298005,0.16716666778998673,0.9212106455159975,0.9209218491206205,0.9733279141153353,1.0,0.5023234582231914,0.9776996831636866,0.9875041941782071,0.8380745300867003,0.5318014796394643,0.2406663531173086
A177,0.5518765860693086,0.10567639063787557,0.11585969519704296,0.3306118765816199,0.28564071825382314,0.10986986433436184,0.12633216003980277,0.5162118209076587,0.08726341374661183,0.7496368315557028,0.5096914286457834,0.12758022963646196,0.575311416707935,0.44421021508474356,0.4008337105681065,0.30957073004741753,0.11180795114345952,0.3737068957446824,0.08322894480014441,0.15809395076452465,0.06780913156290112,0.06541602769606059,0.05000000000000001,0.1851468559240686,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.16960415925146632,0.6626176176748753
A189,0.6066030349088442,0.10586195890313471,0.11965153015990777,0.3497476952412805,0.2821779209946242,0.11815840531047339,0.12916195326863292,0.5298063729227017,0.08821978903760654,0.8309505258331125,0.4457935573223483,0.13763875194809325,0.6053102738943278,0.41613409794713857,0.41277746861271625,0.302903844959224,0.11102726552957513,0.47154019261066155,0.08385332673149733,0.14636011888708103,0.08269698578429711,0.0683882819964977,0.05000000000000001,0.17518736174082725,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.1739698643291889,0.704081226132069
A104,0.09334520897827718,0.1287207236817099,0.17989812146850656,0.08640476818741066,0.07031586316050793,0.0567872998646892,0.05000000000000001,0.06836695492641928,0.06043825314554166,0.14057017707223685,0.0750394581982282,0.05000000000000001,0.05000000000000001,0.12142779724236961,0.09389992904080463,0.09570571172768542,0.06907406754808298,0.06651392256692246,0.05000000000000001,0.09701716282191386,0.05000000000000001,0.056090251946984256,0.05000000000000001,0.12276853365544334,0.05000000000000001,0.05000000000000001,0.08778573539656168,0.05000000000000001,0.05000000000000001
A105,0.16503101724799996,0.15686154974713296,0.1364839171285461,0.13353932404967644,0.10220752366582095,0.09737509334483772,0.055897094530883915,0.16201870682963926,0.08950273150113597,0.15389928198426475,0.16739116498261944,0.05000000000000001,0.1058460816195667,0.16072052715638624,0.11667517685974206,0.10252406022554787,0.11582790374843652,0.07415476517572824,0.05000000000000001,0.12295858457711499,0.05670538757594672,0.07127527040102707,0.05000000000000001,0.13258807446171655,0.05000000000000001,0.05000000000000001,0.13157517798385834,0.07274822390256915,0.07409959022270421
A206,0.4050429128015136,0.10731300750344343,0.11176503814540772,0.20518797113090925,0.09975324409350828,0.09460202323605048,0.06181326941480042,1.0,0.05000000000000001,0.6138261240203149,0.14836993068036475,0.05000000000000001,0.2884681445518252,0.1634867626054017,0.12032419711030994,0.11721004781539818,0.06597840586149692,0.18744457152395116,0.05000000000000001,0.13735476143594638,0.0807519608134499,0.05000000000000001,0.05000000000000001,0.10469462299799111,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.12009749051329614,0.5135407718088824
A121,0.6326579482747235,0.6162356744001641,0.8754741879976963,0.9162680113883938,1.0,0.9304933442830502,0.5254707143478494,0.4595466788636479,0.24800444131354643,0.6195187049111766,0.06792259548631989,0.09139720330147938,0.05000000000000001,0.5215729710755014,0.45560263640320725,0.6500790594433394,0.14639208810502852,0.16403326708180554,0.09320215165284647,0.10049817714035612,0.13265807220769096,0.05000000000000001,0.05000000000000001,0.07320759541602187,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.16224293937361922,0.10764806336823923
A152,0.21013753122054146,0.2807571772186873,0.17928722491400578,0.20250632218932424,0.15254932083766323,0.1675924455914666,0.08328654963935922,0.07267909084494345,0.17606635844945906,0.3472750627079846,0.13961044049371785,0.0906062148150504,0.1911956671094215,0.18257234571989842,0.1388685680253467,0.1556494445139383,0.11439059578625217,0.13089242805329943,0.13448111563111828,0.14782611597219109,0.06903153082727895,0.08291756598694328,0.05668108298560299,0.11681194811298913,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.09777414461641215,0.23630265277161308
A132,0.7238164869713235,0.06266232481821424,0.059331238691432094,0.3521016548867401,0.29065369681451547,0.21534004135762658,0.08358659802716345,0.544290288153682,0.10740744998189519,0.9868539374867641,0.15118260008051282,0.4892894628033459,0.3523267140843615,0.20631946258997358,0.18543056485820042,0.2137143093464087,0.06858468478649969,0.13368569599484773,0.05000000000000001,0.09575998661160288,0.08905762665117971,0.08853802287890038,0.05000000000000001,0.11376729460728088,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.13272654483643456,0.13272654483643456
A102,0.15540316315191363,0.15890262361653482,0.1399237033186079,0.13049788634616982,0.0865364366378342,0.09883810652365403,0.054571273026658054,0.1590394129222953,0.08171177181352081,0.15397377598377307,0.1602197436954029,0.05000000000000001,0.10494435029542436,0.14066455679001533,0.0940306105646661,0.1006139511634179,0.10843277208333846,0.0696477735474109,0.05000000000000001,0.10818145505593685,0.05236041772824025,0.06872741427534379,0.05000000000000001,0.13572088082974534,0.05000000000000001,0.05000000000000001,0.12684149734089117,0.07243768021389986,0.07243768021389986
