tissue,sex,Glycolysis_mean,Glycolysis_sem,Glycolysis_count,Oxidative_PPP_mean,Oxidative_PPP_sem,Oxidative_PPP_count,Non_oxidative_PPP_mean,Non_oxidative_PPP_sem,Non_oxidative_PPP_count,TCA_Cycle_mean,TCA_Cycle_sem,TCA_Cycle_count,Pyruvate_Dehydrogenase_mean,Pyruvate_Dehydrogenase_sem,Pyruvate_Dehydrogenase_count,Fatty_Acid_Oxidation_mean,Fatty_Acid_Oxidation_sem,Fatty_Acid_Oxidation_count,Fatty_Acid_Synthesis_mean,Fatty_Acid_Synthesis_sem,Fatty_Acid_Synthesis_count,Malic_Enzyme_mean,Malic_Enzyme_sem,Malic_Enzyme_count,IDH_NADPH_mean,IDH_NADPH_sem,IDH_NADPH_count,Lactate_Dehydrogenase_mean,Lactate_Dehydrogenase_sem,Lactate_Dehydrogenase_count,Glutaminolysis_mean,Glutaminolysis_sem,Glutaminolysis_count,Alanine_catabolism_mean,Alanine_catabolism_sem,Alanine_catabolism_count,Aspartate_catabolism_mean,Aspartate_catabolism_sem,Aspartate_catabolism_count,Leucine_catabolism_mean,Leucine_catabolism_sem,Leucine_catabolism_count,Isoleucine_catabolism_mean,Isoleucine_catabolism_sem,Isoleucine_catabolism_count,Valine_catabolism_mean,Valine_catabolism_sem,Valine_catabolism_count,Serine_catabolism_mean,Serine_catabolism_sem,Serine_catabolism_count,Glycine_catabolism_mean,Glycine_catabolism_sem,Glycine_catabolism_count,Threonine_catabolism_mean,Threonine_catabolism_sem,Threonine_catabolism_count,Methionine_catabolism_mean,Methionine_catabolism_sem,Methionine_catabolism_count,Proline_catabolism_mean,Proline_catabolism_sem,Proline_catabolism_count,Arginine_catabolism_mean,Arginine_catabolism_sem,Arginine_catabolism_count,Histidine_catabolism_mean,Histidine_catabolism_sem,Histidine_catabolism_count,Lysine_catabolism_mean,Lysine_catabolism_sem,Lysine_catabolism_count,Phenylalanine_catabolism_mean,Phenylalanine_catabolism_sem,Phenylalanine_catabolism_count,Tyrosine_catabolism_mean,Tyrosine_catabolism_sem,Tyrosine_catabolism_count,Tryptophan_catabolism_mean,Tryptophan_catabolism_sem,Tryptophan_catabolism_count,Cysteine_catabolism_mean,Cysteine_catabolism_sem,Cysteine_catabolism_count,Asparagine_catabolism_mean,Asparagine_catabolism_sem,Asparagine_catabolism_count
LV,Female,0.2564985158214491,0.003205995858431172,5,0.10427133894694593,0.0020633811380785746,5,0.07443353190097968,0.0013987796748919363,5,0.33367111157113705,0.012150339569024417,5,0.11392494450638076,0.012238763562675867,5,0.5182617477215598,0.016043561958678322,5,0.051945060446438415,0.001063793727274508,5,0.05,0.0,5,0.37605142966442884,0.04458107892611035,5,0.6054510452040232,0.0493400849064285,5,0.7464058717300333,0.01668987554936713,5,0.7142340756420307,0.026407561212375842,5,0.7150586268492648,0.02656732846607621,5,0.2998485919605346,0.012160497678145933,5,0.16617269455083697,0.009995105163430464,5,0.25602174842826236,0.014943496263189776,5,0.6148071838483637,0.022312358079766424,5,0.6903611405717491,0.024558172804638883,5,0.1453190746062237,0.005472162019164052,5,0.6846329666806061,0.04448660073385293,5,0.7772528778507575,0.02817407188564661,5,0.8103477891282223,0.03455303623941046,5,0.7791695222554643,0.0244979880783869,5,0.399058531728972,0.02643865141966461,5,0.7133359182809158,0.031526512829675946,5,0.6734821654732285,0.03701586230141473,5,0.8275757087104942,0.037862761721053025,5,0.4578321370579107,0.011959120989115809,5,0.18895100038646664,0.003551436167831521,5
LV,Male,0.27370468483381855,0.022443868372176497,5,0.11662463568144306,0.00362629028930973,5,0.06951016160124061,0.0005590361064611777,5,0.3276630201878729,0.008961134811201282,5,0.10190946489014818,0.005151633585452772,5,0.4751459746268285,0.022200779861515578,5,0.05429201456397814,0.004292014563978138,5,0.05,0.0,5,0.330915181174802,0.03487702238425848,5,0.4863298189902231,0.03599792253173194,5,0.8702732044244319,0.028479078857217684,5,0.9517745941941221,0.03279701994516375,5,0.8332770347638896,0.047941087267755235,5,0.33955089616574025,0.010303325374329502,5,0.15381272688843173,0.006788120550222759,5,0.25918163214535,0.005664993979272096,5,0.864830542687514,0.040485228652597696,5,0.7366657730067953,0.03162091174111427,5,0.19659892506373675,0.009266413537849532,5,0.9461914802479553,0.014291200211753632,5,0.8112010377696143,0.042581071140152825,5,0.9134776434021245,0.03678470886023905,5,0.9153883576864675,0.038977557552014166,5,0.4745232403536027,0.022449812401229355,5,0.9417352918281161,0.019416676071580097,5,0.9363510680202625,0.02775866297764668,5,0.9020942063272231,0.01975974219694157,5,0.5378267602304997,0.014915267545170956,5,0.21980769639901196,0.008835570290919881,5
MB,Female,0.5101940573572914,0.00583405164774844,5,0.10143735290824887,0.0024160534718114263,5,0.10391944993330167,0.004222422453206641,5,0.2978647943003191,0.002782631985657879,5,0.2614005621444394,0.0072318395811715825,5,0.10458734354346837,0.0014635206674050146,5,0.12502303429301387,0.0021131849859556415,5,0.3632159373888296,0.005328520435627981,5,0.08800985299811988,0.0017508504714755793,5,0.5953154066678843,0.020873641208197343,5,0.4564938712499826,0.015361727882881197,5,0.12032855189084316,0.004569800990954983,5,0.5326599803000702,0.013878888255174155,5,0.39443954671535425,0.005974576016700157,5,0.3984313919512492,0.01407151691677317,5,0.2875255158714967,0.007409733795876612,5,0.09163709375398263,0.003233062520287732,5,0.4129721206699727,0.012604999289158704,5,0.0737106074077582,0.0016601116665414676,5,0.1491829908722267,0.0059708888533385965,5,0.08036473270812332,0.002410859685016664,5,0.07261204382263106,0.0006099869142476799,5,0.05,0.0,5,0.18040959024447828,0.01488450126250778,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.16314235344313657,0.002095920325191304,5,0.6537900691962863,0.012610313460551257,5
MB,Male,0.5500382253965778,0.020208537252692973,5,0.11068872229027446,0.003262020710688234,5,0.10395889486318406,0.0023122481091024175,5,0.3134422738780833,0.005934316765626916,5,0.25530615765913023,0.005470706105551584,5,0.10670133916869436,0.0011384422041143987,5,0.127339498818482,0.0025897272746094784,5,0.39286984804594194,0.013247887458550968,5,0.08819179756567494,0.0031560944910019734,5,0.6418071808560211,0.02029652132088731,5,0.42989342618782117,0.00893848339378746,5,0.12526637193473483,0.0042999438873560095,5,0.5240208536273447,0.013404291570411286,5,0.4477568562402109,0.004144088457624643,5,0.3995454240691978,0.017845142635091307,5,0.2946590530435107,0.0050198520732345365,5,0.0977290617517012,0.0020888564149072154,5,0.42686977915243984,0.007151520400167542,5,0.07071836433961179,0.002010039769114472,5,0.16366837758350486,0.003166092703693127,5,0.09022004539420583,0.005116511877011098,5,0.07330190063848174,0.00013244027555483194,5,0.05,0.0,5,0.18662642427853665,0.01188347687890507,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.16181344736433173,0.0020887157201178383,5,0.6528538113761775,0.016915345559262225,5
ME,Female,0.544681498532982,0.011537740403880158,5,0.10011827229320722,0.0024012809201633028,5,0.11052410575291827,0.0024652678354587267,5,0.3418952832999948,0.005432704491787341,5,0.2966280421200215,0.0029005136048028952,5,0.11136886990437908,0.0012983480826089743,5,0.1290362414046451,0.0020390974563687532,5,0.4806372922701631,0.017390011063194266,5,0.0931929405507788,0.0014679296524507896,5,0.7991308810609363,0.016206187596045425,5,0.474178866691887,0.008372450201877601,5,0.1330666963518971,0.006847571421986157,5,0.5923094086211681,0.014116007485488732,5,0.4027467355566019,0.00985031579756672,5,0.4290765955792072,0.01120623961689668,5,0.3304331500313943,0.0054462579085397525,5,0.09877780496699638,0.002591912477175337,5,0.41362612705342416,0.01020896088878092,5,0.07867511316852967,0.0011864637959408768,5,0.13986911933922694,0.002232269177347065,5,0.06899593747582336,0.0025746719020224777,5,0.06832940858885315,0.0006723464018306923,5,0.05,0.0,5,0.15052033801295112,0.006217222916804032,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.1720425456750188,0.002051396397423429,5,0.6512214522748626,0.015727586120332714,5
ME,Male,0.5915151953379231,0.007374908873026093,5,0.103483801533894,0.0019367460419817226,5,0.1188674188930482,0.001177238760261116,5,0.3474820626009666,0.0010463246268482193,5,0.2755681408006094,0.0026008903878308592,5,0.11670407601163824,0.0009040491279228139,5,0.1275619944050977,0.00174737246254832,5,0.5508715759516186,0.016169687687116838,5,0.08685753740360432,0.0017144475059978394,5,0.8921815332729397,0.02621037692625431,5,0.4634278775542439,0.008679523765346482,5,0.13080849845742815,0.0031958153691174305,5,0.6240551380355578,0.010093253082093311,5,0.4218394494865107,0.00464271160091353,5,0.4048465012644457,0.0036108235766626725,5,0.3053991045953547,0.005504358152013525,5,0.11721057251851952,0.004772162866948493,5,0.43506248272155823,0.011591285407457633,5,0.0819291492049174,0.002908821383081453,5,0.1449864686726694,0.004174098622659397,5,0.08195230688429747,0.0027899990750766927,5,0.07015345627320135,0.000540224824231502,5,0.05,0.0,5,0.1529544814733115,0.010020511891434379,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.17661995307022563,0.0014273296088487268,5,0.7109829868724991,0.01132364953709191,5
OB,Female,0.4763652656906924,0.01031018922408559,5,0.10121453696371378,0.0032261483117032906,5,0.07561748279200375,0.0013373014987095636,5,0.2743828332911278,0.005087244280076106,5,0.25619818693059937,0.0038046938539386824,5,0.11589200019282797,0.0018458903022321484,5,0.11726602263394978,0.0011837220125616662,5,0.7635564364486457,0.05667288142534269,5,0.07950977602157204,0.003689487959922668,5,0.7258895296890978,0.02636231473033568,5,0.4170953910729989,0.008706278181621485,5,0.26350147896059284,0.012224703088873228,5,0.4646544077232432,0.013031076070405408,5,0.40621848185427617,0.010636336643525464,5,0.32834914622755246,0.005977921070878446,5,0.2687802554210915,0.009333865900158998,5,0.07565993760129705,0.0014641854358634612,5,0.45406471224252476,0.013491483400325723,5,0.05,0.0,5,0.15432358492577677,0.006553028516439119,5,0.07526507473052736,0.0002633773741727523,5,0.06574605524383417,0.0016055124644974261,5,0.05,0.0,5,0.20395864231495747,0.010515472109107556,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.1523618120036577,0.002156306397768181,5,0.4502716587123933,0.014187051776026777,5
OB,Male,0.4728094221655345,0.01376364551452944,5,0.10211097425728619,0.0020790807465027516,5,0.07522189701678364,0.0018320153981095416,5,0.2713199424201629,0.0028260577938296733,5,0.25868516497879074,0.004800907947903058,5,0.11704150991380882,0.004273926812840374,5,0.11056816237848255,0.0021092515294676285,5,0.8547796920262236,0.033375116302055426,5,0.0762907567494436,0.0013504777266483072,5,0.7309533839594493,0.01976094161437307,5,0.4113298155266422,0.00858772371595114,5,0.23344518304125184,0.012965352501325536,5,0.4523882083403625,0.007731453811172477,5,0.410095376657645,0.011401910871549263,5,0.31224901478150113,0.008406639564075205,5,0.2743301790843687,0.008711931630735721,5,0.07459606006926575,0.002233359461746443,5,0.4687173097910634,0.01275368689199372,5,0.05004911988928168,4.911988928167901e-05,5,0.16417306015738387,0.005729403863841559,5,0.08077772022826823,0.0031367996613998104,5,0.06494259448733744,0.0014246332069036377,5,0.05,0.0,5,0.19125340323245538,0.008950342820042246,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.15037528899446634,0.0012925630399370316,5,0.43420944295070385,0.008094521229243637,5
OV,Female,0.23764163090351054,0.04240087382089856,5,0.45228148470178564,0.11900279178818898,5,0.35213201812247763,0.1283343412366735,5,0.30135380680586243,0.031473913573158964,5,0.30626099201200685,0.09353715574312277,5,0.27438390340596436,0.021398973108328802,5,0.34267934832296376,0.15664135002526824,5,0.49598481699746166,0.13923172505248557,5,0.38225620594258947,0.05589649845185535,5,0.4031630314293612,0.12237010571908628,5,0.19586133995835617,0.030984900938893403,5,0.1999856874781336,0.0491500957648254,5,0.1335944441899876,0.021380431606407395,5,0.5396453676632437,0.047416626244668476,5,0.5192202998073119,0.0528852957502533,5,0.43380531491074786,0.062174219394411895,5,0.16898414572963577,0.038666701978868075,5,0.24937260124791036,0.013999999807824537,5,0.09039000371695226,0.015714873091034837,5,0.169092198262994,0.034768097807919125,5,0.09652552621190146,0.01113546054447642,5,0.08522063368490224,0.0053811430326432385,5,0.05,0.0,5,0.213387138451814,0.01856151324080934,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.16073181447381144,0.019267624413785694,5,0.16811446030318575,0.005294894944730337,5
PA,Female,0.11246220714068286,0.06246220714068288,5,0.21160481613418466,0.1380230687330188,5,0.2076774667538913,0.15628176323830464,5,0.12464975456441993,0.07464975456441994,5,0.1513721016918015,0.10137210169180152,5,0.10335710337078899,0.053357103370788986,5,0.22889353541458773,0.17889353541458777,5,0.19727731043388808,0.1472773104338881,5,0.14068998978311273,0.09068998978311274,5,0.2033280939220346,0.15332809392203456,5,0.06314135868288316,0.011633842363516759,5,0.11420247447600265,0.06420247447600265,5,0.052896189254797776,0.0028961892547977788,5,0.224684783695013,0.13516911565324355,5,0.22163277917673146,0.12117140848311267,5,0.2008831063242824,0.1158508965603138,5,0.057679592665833904,0.004047512279429295,5,0.08068938028635468,0.02280690936917634,5,0.13664298495202978,0.019471723458765158,5,0.08882715633399728,0.0023347222565130573,5,0.07345857993424523,0.023458579934245216,5,0.05591093150802653,0.0059109315080265205,5,0.05,0.0,5,0.06962997311073846,0.015624073409919096,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.08647411402020784,0.03647411402020784,5,0.17720055777254579,0.01326094455406445,5
PA,Male,0.05,0.0,5,0.0680280145756837,0.0006134446232831326,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.05259886136160372,0.0010398633987648757,5,0.05,0.0,5,0.05,0.0,5,0.0792557933800952,0.0022523169870722415,5,0.09004649220816016,0.0016448991754727266,5,0.07772097331711683,0.0010650340026640886,5,0.05354659389239248,0.001321980020519967,5,0.05540957192361382,0.001236957633659334,5,0.21835335048164445,0.002843023858690494,5,0.08188483893131489,0.0009124292150353928,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.05078584373570284,0.0007858437357028388,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.17818098733835966,0.0031213545996880603,5
Ps,Female,0.5748846261337247,0.02161370941452682,5,0.10897356594226774,0.002296007171097209,5,0.12126407666561886,0.004762747446886839,5,0.33048049819193964,0.010923071233444236,5,0.26654984695824735,0.005015388962886677,5,0.11354475926811099,0.003525657219696029,5,0.12911350023173251,0.002200555979087753,5,0.46894851857498604,0.02948184239937996,5,0.10456680864563257,0.0027051524663958826,5,0.7087780515779962,0.034517049116941416,5,0.5156370715488675,0.0240302129166111,5,0.12614102604878974,0.008166715971727344,5,0.6162159808878029,0.026115341432804848,5,0.40414217456015133,0.01584850325536982,5,0.43184820768878723,0.015296145435631065,5,0.31108722791330173,0.009759115383341687,5,0.0962882920416675,0.002543082339244157,5,0.4303594883562825,0.007500737811972759,5,0.0705870561113839,0.0019520469362485598,5,0.13787066548579135,0.0020181470203674825,5,0.07330649971003682,0.0017822149805946177,5,0.07074624268238339,0.0013659299441611365,5,0.05,0.0,5,0.15689508284883164,0.018035606245556186,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.17537565595043877,0.003680297010550421,5,0.7034849547685967,0.0328160252669009,5
Ps,Male,0.5517217006845229,0.0032992079722727373,5,0.1082647141492515,0.0013575632270691523,5,0.11375103786399043,0.0014683979768216663,5,0.3233966493931148,0.0027651064754575503,5,0.2827829124063553,0.0034010505553335353,5,0.10806832537363961,0.0010105121922356682,5,0.1256288584109366,0.0013872960443867771,5,0.5123494435127307,0.015889290149403205,5,0.09197064627643439,0.002126290156241961,5,0.7278815194793735,0.010017361441382062,5,0.48726632407081566,0.010398273291229661,5,0.12133837982252468,0.003962798313208464,5,0.5772215480226603,0.009415221305668338,5,0.42115080069868915,0.007149124856787532,5,0.4083901052512665,0.011646828725459524,5,0.30359306388332663,0.0039930911163240015,5,0.10919378334463097,0.00587964201241787,5,0.4160480767106976,0.017336315827985685,5,0.08006131159764426,0.003167770986945787,5,0.14936041793092744,0.002881751009670157,5,0.07577534761777656,0.0022176028677519588,5,0.06794463047337727,0.0007477443958845785,5,0.05,0.0,5,0.17283484569831778,0.010645147216203549,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.16986312623189415,0.0013780192179908442,5,0.6677541600231394,0.004170753199782946,5
SK,Female,0.25268576249312064,0.026309049000997627,5,0.27049899903589825,0.010949256264779812,5,0.19584461370458714,0.00814901068736425,5,0.22862930592147998,0.01482614911684436,5,0.21813546592091698,0.037174339186444104,5,0.1791124533011025,0.011915970449861266,5,0.1843923123067768,0.05754864279104856,5,0.12656746614790612,0.035849141413723515,5,0.19381295165406268,0.013942065155569158,5,0.44428327726773037,0.047589405923302935,5,0.1504630002283282,0.009508035874343195,5,0.1291307528386501,0.02605922331432357,5,0.1764588008977236,0.011263610669324272,5,0.24505953136921033,0.03844342906784556,5,0.22309871821831448,0.04212549733805142,5,0.22812462059536953,0.038683439881545684,5,0.10000258310604378,0.009155492103328566,5,0.13585754843545972,0.001700126900555853,5,0.09307544899674725,0.01794219622778917,5,0.12999136950401446,0.011476453539638748,5,0.08480963204682286,0.009308557110712953,5,0.08389538426301286,0.002623867307224002,5,0.05796791226095156,0.002707211820288641,5,0.11893123892919726,0.004646564097510436,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.13220968650105225,0.022469565652551208,5,0.2109287027069701,0.0154475840892812,5
SK,Male,0.36770408111524605,0.04010057140854391,5,0.20230491038434417,0.008832541173463078,5,0.12588880624724186,0.005388518390894364,5,0.2567641572369722,0.015295228713362615,5,0.24912556222349544,0.008484396020314672,5,0.1938245272320737,0.016491771243681397,5,0.23833628184226266,0.013431196327404651,5,0.2579915637546374,0.03546897797288851,5,0.14691437215433073,0.010428087292901185,5,0.5613122862953389,0.06175417829557423,5,0.17223631407960802,0.004430842032410864,5,0.20464520848573514,0.015247693166287867,5,0.21361840541836755,0.024215161683814743,5,0.30177080972247194,0.019274278890604554,5,0.30262084668529143,0.014132139226587107,5,0.28238553599983107,0.01473493879853437,5,0.07919312212528044,0.0030024490629425612,5,0.12959847843368394,0.0029006589113825102,5,0.05396986792975158,0.003969867929751581,5,0.1041421475519384,0.004585876472261409,5,0.10483688159313154,0.0028204347595449115,5,0.09284160320788848,0.0025352491171071736,5,0.062455887012620837,0.0035472577702836076,5,0.11976672126653334,0.00679832550912925,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.169993735345018,0.012187384414852084,5,0.1702942797608274,0.007267500131073564,5
SP,Female,0.14884757087588082,0.01431290779872561,5,0.1537636232592642,0.006411277704763146,5,0.14683555139032473,0.008411603704184967,5,0.12330118824944361,0.009250060269735976,5,0.08872919195364895,0.005507236851254509,5,0.0890329204334753,0.008080312781829036,5,0.053733781400408576,0.0009990868264780374,5,0.14046586748414303,0.01805474775923074,5,0.07749905528782226,0.0050331575956670095,5,0.16004822954368164,0.007821794766266557,5,0.14382031654695152,0.01727789351676318,5,0.05,0.0,5,0.0961282233316539,0.01178109957906866,5,0.1402527946523216,0.00845393345414429,5,0.1022177401414118,0.004478507294061514,5,0.10276186789736219,0.004441128559457843,5,0.10290349077063776,0.008698606446514644,5,0.07235810410149758,0.0020535980130307204,5,0.05,0.0,5,0.11229891491120644,0.004525314906836681,5,0.053186771829694425,0.0012642294110645912,5,0.06664026692340058,0.0026974684102618078,5,0.05,0.0,5,0.12673909182656645,0.004445549294398627,5,0.05,0.0,5,0.05,0.0,5,0.11946341326993808,0.00901835802175912,5,0.06867728745798328,0.004739233956986642,5,0.0689475607220103,0.00480453106729111,5
SP,Male,0.13836353082867636,0.015299770338532371,5,0.1471863200277718,0.013926402478310932,5,0.1159340926924862,0.009846313475790009,5,0.11109294566219444,0.013356494045285642,5,0.0748055851530913,0.007875950788771145,5,0.08758643444913035,0.009350399196179143,5,0.0562007984737478,0.0015764550224076565,5,0.12829780394678036,0.02041983445656192,5,0.07175851757164649,0.007694924322725005,5,0.13563654590479873,0.017974992944700723,5,0.12583576822615883,0.0186210627371511,5,0.05,0.0,5,0.09552913021572844,0.009566884062273814,5,0.14768637592972522,0.011491264438615282,5,0.09986417223461444,0.0036843821937678697,5,0.10046115192948128,0.005260409798112563,5,0.10459829576718364,0.006559590596463814,5,0.07081146133899836,0.0020551677615285994,5,0.07724999773424775,0.025719830000653986,5,0.11225642509689326,0.003016141222696686,5,0.05154553785166294,0.0009058703829961633,5,0.06536595594480724,0.003998077389506297,5,0.05,0.0,5,0.11442128500196698,0.010635701740612548,5,0.05,0.0,5,0.05,0.0,5,0.12506203108475727,0.018484315437079468,5,0.06871451748736343,0.0037003917787593516,5,0.09399131023707658,0.017961637033978718,5
SQ,Female,0.3844449161933628,0.04134809335579582,5,0.6360033090127465,0.020727350478023578,5,0.7072589071556457,0.039390438814135065,5,0.4197528984601534,0.06377456403177996,5,0.6033857332222119,0.08263567072268795,5,0.3642447122853953,0.0660670835915577,5,0.7165995613924178,0.0726185672982841,5,0.6964213536840723,0.06270165969976711,5,0.31638760724232673,0.028437780166829078,5,0.6750944211443768,0.02813918597069916,5,0.1178701969337657,0.014660512283243547,5,0.3037673738112655,0.06502208012230173,5,0.09161017725461454,0.016040601456503347,5,0.6340077755277216,0.04362432873442118,5,0.5355448718621797,0.03441941355581625,5,0.5935957848862998,0.04135441000082442,5,0.07552918044939984,0.007118439679600946,5,0.21158811031864122,0.012949191121508922,5,0.05852071981190732,0.00512029464901549,5,0.09913928878942121,0.0032027925471643805,5,0.12583728903631336,0.003722231882292694,5,0.07326342118417152,0.005531714215821868,5,0.05,0.0,5,0.1264432344726856,0.006781859588935457,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.23719777272993992,0.020490411284500472,5,0.2087870851359212,0.02865368671901501,5
SQ,Male,0.49435193927593024,0.03770999595494106,5,0.6298865820162967,0.09881197271216677,5,0.6151325201201913,0.10476577548755991,5,0.4412246455793768,0.0322143930066599,5,0.6618389987951918,0.08019826336423908,5,0.3673441262509523,0.03231530214375001,5,0.6260147142985467,0.1044549462939546,5,0.6225704450693292,0.09484224920658207,5,0.30507438733665804,0.04128725214828313,5,0.8178728132020394,0.03558317226644419,5,0.1297034361485817,0.008140970042352607,5,0.394484908240832,0.05151634677618036,5,0.11148757006869488,0.024214850298985475,5,0.6305013586272498,0.0850939751545695,5,0.5536026280829335,0.051921978659222635,5,0.6255666710636839,0.06411595359457427,5,0.06323194120199398,0.0037162026923733622,5,0.14571380909751955,0.002653755174406764,5,0.05516370366157216,0.003212737313080651,5,0.10414432481380702,0.0016853748728464526,5,0.14299819909202557,0.011035809097263179,5,0.07788680986985252,0.004620539597990294,5,0.05,0.0,5,0.1301401147049995,0.013136921676655509,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.22818289268058503,0.009030097758341992,5,0.21780124986666297,0.013374555725359307,5
Str,Female,0.45680857778022377,0.01128851660719344,5,0.10361097945491089,0.00387777135485538,5,0.11374294223952444,0.0033338770198778566,5,0.2768272431551234,0.007147732097762994,5,0.2367223295438305,0.0065049914268433045,5,0.1158978100664892,0.0029581976104043907,5,0.12566935179497102,0.0007267030647765957,5,0.36039538547542815,0.02046752680812342,5,0.09002057373186963,0.003883921101705911,5,0.5403685491777914,0.022613273666188993,5,0.40393300855030984,0.01268349542005812,5,0.13999236665500456,0.00298832544995761,5,0.45794445925869487,0.012135752565126891,5,0.3759351326569085,0.01314901371439962,5,0.30768426243207314,0.008989674385853366,5,0.2505006382894134,0.0076048867821680655,5,0.07302042046296095,0.0036428144149823517,5,0.4512382238395011,0.01176936222348767,5,0.06048606922498319,0.0021894211665678827,5,0.15577258325684826,0.00265538090264737,5,0.08555112079604246,0.003518348218030618,5,0.07598910362183267,0.0011086569987012193,5,0.05,0.0,5,0.18425300672811246,0.0064648173976586615,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.15126559534428063,0.00199641103452424,5,0.5522908556102808,0.008585904818602906,5
Str,Male,0.4640983413628149,0.01753433382667505,5,0.10265606199334117,0.0018959527594650232,5,0.11088205028737788,0.006557084370423816,5,0.2625398625251295,0.00760814034133202,5,0.2105766882061247,0.008224481713134783,5,0.11818945507240175,0.003414765065437325,5,0.1179911500164917,0.002324329256533278,5,0.535015500330335,0.059986065862189866,5,0.07537170342102434,0.006360456785940837,5,0.5861246665001496,0.018157382780423763,5,0.35332441646181867,0.008304162521913124,5,0.13617569415731046,0.008215392399700372,5,0.4469761696153071,0.019645433316072956,5,0.3453360658981886,0.011800298837602186,5,0.28136009584621813,0.013727559116070159,5,0.2220988330851738,0.00978425658127462,5,0.0716035819949574,0.0037913056132671307,5,0.42868835834433094,0.025266935974805848,5,0.058883423311466065,0.0027859230603766642,5,0.1531064104405633,0.0029642900145135133,5,0.10029576344825739,0.004997161818423513,5,0.07273434994832378,0.001791332646932723,5,0.05,0.0,5,0.1713746890851821,0.008900739870946618,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.14934738344124773,0.0033229331929137775,5,0.5390890713364367,0.013946897644623039,5
TE,Male,0.47060806779361963,0.003295963114904316,5,0.2828280776488174,0.004502681048279106,5,0.05,0.0,5,0.10271346239716359,0.0012936702060068431,5,0.16234724891388255,0.002605633445808208,5,0.15401143121386235,0.002241775418884453,5,0.05206290223319913,0.0016088871746532227,5,0.1970066575189307,0.007849565475171136,5,0.05064837579484114,0.0004102576033039342,5,0.9807190976316488,0.015486419942141495,5,0.0505864703372198,0.0005864703372197998,5,0.05542349161922329,0.003395130500374493,5,0.05,0.0,5,0.10848610710520837,0.005185837169389817,5,0.07508854196834262,0.0028667011936160274,5,0.0729810098746682,0.0027374111441691882,5,0.09921553767668956,0.0022880460908673962,5,0.06711151529437272,0.00199718465639514,5,0.051001920805818855,0.0005494723662502548,5,0.08329116034384554,0.0013585964674613501,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.15641705519822352,0.0046121251140252995,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.21689582911246058,0.00466777964085971,5
TH,Female,0.5171609861525557,0.011017291091550354,5,0.11077217980378809,0.0028522510402440937,5,0.10101281264180906,0.0012362961834100196,5,0.3002831128628479,0.004781263694199861,5,0.25981710287757587,0.008134203935584203,5,0.1122984689119726,0.002200449005173519,5,0.12537196165259076,0.0008817260850845195,5,0.21636936524876757,0.01452792645333716,5,0.09322093202271035,0.003340162527903563,5,0.5750127683687429,0.021688224954927927,5,0.4736163803531598,0.012355805050169599,5,0.1390302471295442,0.003689848486477238,5,0.5092268593849486,0.016146898678166034,5,0.36259688264406104,0.012996350136145151,5,0.3380696830221982,0.00936247895938946,5,0.26795404975035086,0.010324666998314493,5,0.06708918335799283,0.004157676878487849,5,0.48108502773973766,0.01140833693582133,5,0.0582654811922386,0.001898307732223018,5,0.1428195228429899,0.004924348603763364,5,0.08123035957291498,0.003563918763128588,5,0.07354101306005018,0.0007946055545487445,5,0.05,0.0,5,0.18230813363304374,0.015836893301774655,5,0.05,0.0,5,0.05,0.0,5,0.05,0.0,5,0.15948663692310616,0.002517717825965088,5,0.6289119868372242,0.017492423323205084,5
