Sample,Name,Tissue,Sex,Glycolysis,Oxidative_PPP,Non_oxidative_PPP,Lactate_Dehydrogenase,Pyruvate_Dehydrogenase,TCA_Cycle,Fatty_Acid_Oxidation,Fatty_Acid_Synthesis,Alanine_catabolism,Aspartate_catabolism,Leucine_catabolism,Isoleucine_catabolism,Valine_catabolism,Serine_catabolism,Glycine_catabolism,Threonine_catabolism,Methionine_catabolism,Proline_catabolism,Arginine_catabolism,Histidine_catabolism,Lysine_catabolism,Phenylalanine_catabolism,Tyrosine_catabolism,Tryptophan_catabolism,Cysteine_catabolism,Asparagine_catabolism
A151,SK_6h_F_G1,SK,Female,0.2269716685081345,0.2711438000138023,0.1737438563266836,0.3787753825000824,0.1593782281501716,0.2073425320552604,0.1694292849265412,0.0901091362947519,0.0944228873127444,0.187445609856639,0.181718741473625,0.1688157158059161,0.167030360237696,0.1154938458705725,0.133148834558703,0.1178937141666988,0.1405237559057148,0.0726304237847238,0.0809120572306056,0.0533026899864748,0.116723760257622,0.05,0.05,0.05,0.0968105391619732,0.2421113516276742
A21,SP_6h_M_G3,SP,Male,0.155196287123778,0.1750737454654939,0.1363922718584775,0.1601514569430004,0.0640135515614162,0.1290786002024532,0.0973529456246983,0.0592411702526883,0.05,0.1087373471350707,0.1391858818628863,0.0925858744434265,0.0959267478306706,0.1090068560688572,0.0717264177344334,0.0562340609068165,0.1045140692706572,0.0542682069067548,0.0717415881789514,0.05,0.1158427926369577,0.05,0.05,0.1228382134575063,0.0737351161710181,0.0907445987751505
A103,SP_6h_F_G3,SP,Female,0.1745854340573541,0.1651428475160633,0.1435312460815498,0.1874535077628069,0.0870173478818458,0.1316287831472549,0.0953982989146002,0.0536687474828559,0.05,0.1168243026611093,0.1211452917779246,0.0980543991609018,0.0953288280847867,0.1157423397981106,0.0728402486126152,0.05,0.1147626796843412,0.0513574651786309,0.0692815872064161,0.05,0.1111690248231267,0.05,0.05,0.1123713922248119,0.0764278426560338,0.0764278426560338
A130,GUT_6h_F_G5,GUT,Female,0.2293060404665995,0.1551133336619384,0.231447849264985,0.4854614317959546,0.1198223255739271,0.3098524636242284,0.2172958624421182,0.0757142729997243,0.2325178392247728,0.0612493673710389,0.0774639514383436,0.0515246322714175,0.0629244494420641,0.1414863637575436,0.1157458352116345,0.0921137864094852,0.1315716209262982,0.1348278941964743,0.4123680600151737,0.05,0.0925688958251445,0.05,0.05,0.05,0.0553395732595757,0.0968079989880953
A200,TH_6h_M_G5,TH,Male,0.6189038400317066,0.1366752061539345,0.1527972763865313,0.7595160073714805,0.2188189056190833,0.3334988549697725,0.1185776587913113,0.1352252967455585,0.1650710855252695,0.6561110597147319,0.3860906554807995,0.3084697669070537,0.2472147990239298,0.0986076922718988,0.4927708694542119,0.0697740190307873,0.1551436394373652,0.0941972159835682,0.0776869169250793,0.05,0.162381319551079,0.05,0.05,0.05,0.1811230327311703,0.7859263596566065
A203,Str_6h_M_G3,Str,Male,0.460526727943999,0.107781782267428,0.1310295564778917,0.5561292519289245,0.2000725171085034,0.2713018449846194,0.1137912854325019,0.1187709796938856,0.1146194459463757,0.4516698683587564,0.388298746144156,0.2947351572285986,0.2463526212241177,0.0820581218783035,0.5147382942973301,0.0674940314215072,0.1454525371751074,0.0861665871684631,0.0757448853623801,0.05,0.1990557581568478,0.05,0.05,0.05,0.1502780536802956,0.5410975606746161
A135,Gas_6h_F_G5,Gas,Female,0.6865744912713246,0.0606336510495724,0.0629433043416184,0.8204077375853089,0.2782294446501733,0.3452497593906089,0.1933644047795704,0.0840389605202219,0.5156881142457301,0.3782440941025375,0.260812389661887,0.2599403148606844,0.2644244937231338,0.068266155924212,0.1218454091102217,0.05,0.0983680594143564,0.0994599883748965,0.0906043532241901,0.05,0.1207803967172874,0.05,0.05,0.05,0.1375216517684647,0.1375216517684647
A196,TH_6h_M_G1,TH,Male,0.5061157311322827,0.1091245865472917,0.1076664156869206,0.577851012087389,0.228324823596015,0.283537082017722,0.1190879397064982,0.1304711398811791,0.1292897808593874,0.485491709159379,0.3619650064178779,0.3157572071433993,0.2342334397189456,0.0927334316151888,0.4439474122853624,0.073747634714576,0.153479353464318,0.086809866050119,0.0755710145834655,0.05,0.1795303745595133,0.05,0.05,0.05,0.1558030341744632,0.5893321511447522
A185,MB_6h_M_G5,MB,Male,0.501830331316393,0.1165390080125152,0.099097734143895,0.6254760955011847,0.2605605049418989,0.3017409056838304,0.1031507879999678,0.123120949392381,0.1238033141439521,0.4800905543734388,0.439069743290826,0.3933775269628708,0.2916844373201966,0.0976003710177162,0.4270974534356315,0.0742176690121051,0.1610725695109573,0.1040679348998899,0.0731812492449767,0.05,0.1935042537086933,0.05,0.05,0.05,0.1549339463083282,0.6105933031385028
A212,OB_6h_F_G2,OB,Female,0.4788732084243135,0.1004936960403018,0.0756418880857659,0.6904487631147611,0.266392735821737,0.274359442958081,0.1154541017867298,0.1185134187825948,0.2343277885563436,0.4553976175057276,0.4072614115332498,0.3075892913582096,0.2505858088309972,0.0796148185613987,0.4750153060002833,0.05,0.1560828265393931,0.0753436902249523,0.0636381498861743,0.05,0.2091501777572352,0.05,0.05,0.05,0.1508969213578805,0.4560701771575139
A155,SK_6h_F_G5,SK,Female,0.2544481228883071,0.2578234061898127,0.2135018203620899,0.5199095855685968,0.2813886466637678,0.2436835318711859,0.1698325563390804,0.292636273421929,0.1408590693680226,0.1328980213438372,0.34418212328693,0.3337739227764262,0.3372526295315483,0.0754623232351877,0.1400642857473958,0.05,0.1003326098513268,0.096520699702423,0.0831386405865199,0.0659222310954489,0.1277801766440712,0.05,0.05,0.05,0.1725660609344892,0.1695546867760804
A129,GUT_6h_F_G4,GUT,Female,0.1258875444568316,0.0735750603634701,0.0846507951070391,0.2409295574098649,0.0709255081656295,0.1462437037975211,0.0757365524619303,0.05,0.0986223338988593,0.05,0.0801350096922931,0.0758844849157018,0.0710149608132478,0.0842084352009229,0.0823839288558919,0.2137064368977576,0.0901866464640708,0.05,0.1840535291145262,0.05,0.059668211956271,0.05,0.05,0.05,0.05,0.1424516049974831
A112,VF_6h_F_G2,VF,Female,0.0603692845504656,0.0852043251534361,0.0733745097123972,0.0734617255151526,0.0695837094775736,0.0565804491973331,0.0560714784068862,0.0734496247906025,0.05,0.05,0.1562033643821678,0.1352747669765754,0.130607621151167,0.0620154011576215,0.0754463821437926,0.1347048780414893,0.1231217138414394,0.05,0.05,0.05,0.0657244726814001,0.05,0.05,0.05,0.0520327731143213,0.1743849110854488
