Name	Spectrum	Select	MDV	Std
UMPbrain	m0	1	0.5958	1
UMPbrain	m1	1	0.0995	1
UMPbrain	m2	1	0.0441	1
UMPbrain	m3	1	0.0338	1
UMPbrain	m4	1	0.0384	1
UMPbrain	m5	1	0.0402	1
UMPbrain	m6	1	0.0554	1
UMPbrain	m7	1	0.0365	1
UMPbrain	m8	1	0.0342	1
UMPbrain	m9	1	0.0220	1
Uridinebrain	m0	1	0.6319	1
Uridinebrain	m1	1	0.0753	1
Uridinebrain	m2	1	0.0317	1
Uridinebrain	m3	1	0.0321	1
Uridinebrain	m4	1	0.0360	1
Uridinebrain	m5	1	0.0428	1
Uridinebrain	m6	1	0.0444	1
Uridinebrain	m7	1	0.0433	1
Uridinebrain	m8	1	0.0408	1
Uridinebrain	m9	1	0.0217	1
UMPliver	m0	1	0.4949	1
UMPliver	m1	1	0.0828	1
UMPliver	m2	1	0.0557	1
UMPliver	m3	1	0.0649	1
UMPliver	m4	1	0.0668	1
UMPliver	m5	1	0.0804	1
UMPliver	m6	1	0.0720	1
UMPliver	m7	1	0.0446	1
UMPliver	m8	1	0.0273	1
UMPliver	m9	1	0.0107	1
Uridineliver	m0	1	0.5145	1
Uridineliver	m1	1	0.0779	1
Uridineliver	m2	1	0.0521	1
Uridineliver	m3	1	0.0635	1
Uridineliver	m4	1	0.0641	1
Uridineliver	m5	1	0.0772	1
Uridineliver	m6	1	0.0703	1
Uridineliver	m7	1	0.0432	1
Uridineliver	m8	1	0.0268	1
Uridineliver	m9	1	0.0104	1
UMPlung	m0	1	0.5274	1
UMPlung	m1	1	0.0811	1
UMPlung	m2	1	0.0547	1
UMPlung	m3	1	0.0547	1
UMPlung	m4	1	0.0599	1
UMPlung	m5	1	0.0718	1
UMPlung	m6	1	0.0667	1
UMPlung	m7	1	0.0448	1
UMPlung	m8	1	0.0282	1
UMPlung	m9	1	0.0105	1
Uridinelung	m0	1	0.5135	1
Uridinelung	m1	1	0.0865	1
Uridinelung	m2	1	0.0578	1
Uridinelung	m3	1	0.0591	1
Uridinelung	m4	1	0.0616	1
Uridinelung	m5	1	0.0742	1
Uridinelung	m6	1	0.0652	1
Uridinelung	m7	1	0.0445	1
Uridinelung	m8	1	0.0270	1
Uridinelung	m9	1	0.0105	1
Uridine	m0	1	0.6134	1
Uridine	m1	1	0.0930	1
Uridine	m2	1	0.0477	1
Uridine	m3	1	0.0447	1
Uridine	m4	1	0.0473	1
Uridine	m5	1	0.0512	1
Uridine	m6	1	0.0467	1
Uridine	m7	1	0.0303	1
Uridine	m8	1	0.0175	1
Uridine	m9	1	0.0083	1
