Id,Reaction,External ids,template,GN_CRS2_LM,GN_CRS2_LM,GN_CRS2_LM,GN_CRS2_LM,GN_CRS2_LM,SLSQP,SLSQP,SLSQP,SLSQP,SLSQP,Type,Value,Stdev, lb,ub,Atom_mapping,Reversible
RSS,,,2947.9146320242694,758.2551224328405,777.05214690944,814.685848146461,937.3681252945748,966.5295423013479,749.0262785767508,750.6345659013243,810.5698826380726,920.8190863385469,965.5243157524492
Thres,,,68.66929391228578,68.66929391228578,68.66929391228578,68.66929391228578,68.66929391228578,68.66929391228578,68.66929391228578,68.66929391228578,68.66929391228578,68.66929391228578,68.66929391228578
p_value,,,0.0,1.1658908933350606e-126,1.756984275505643e-130,3.754941501620878e-138,2.6510723752006093e-163,2.6082718928229041e-169,8.724593421102175e-125,4.1140273414192194e-125,2.5978927992298475e-137,6.728211276236199e-160,4.2032681208909904e-169
Id,Reaction,External ids,template,GN_CRS2_LM,GN_CRS2_LM,GN_CRS2_LM,GN_CRS2_LM,GN_CRS2_LM,SLSQP,SLSQP,SLSQP,SLSQP,SLSQP,Type,Value,Stdev, lb,ub,Atom_mapping,Reversible
r1_hk,Glc+ATP-->G6P,(kegg:R02848),194.38269357417778,198.26472939842358,199.0287672629513,172.63339778439826,195.16452396200583,181.63038689628138,193.96176000882852,196.36176190318756,172.32910639405424,195.15181336393783,181.61980360227133,free,1.0,1.0,0.0,200.0,ABCDEF-->ABCDEF,no
r2_pgi,G6P-->F6P,(kegg:R00771f),51.94749992953243,199.05825684891832,198.90828435306491,165.31725270643187,174.28275553169306,187.14021447695785,199.99999999995038,198.6176049374601,165.45962693435365,174.6840144824103,187.29913667479298,free,1.0,1.0,0.0,200.0,ABCDEF-->ABCDEF,no
r3_pgi,F6P-->G6P,(kegg:R00771r),57.42636221159174,200.0,198.68660001976826,199.05469368804296,199.99787229245854,198.87668876677472,199.63214416343936,199.85578829737025,198.9849633795509,199.97824623154793,198.87786953146528,free,1.0,1.0,0.0,200.0,ABCDEF-->ABCDEF,no
r4_pfk,F6P+ATP-->FBP,(kegg:R00756),165.0432344531324,42.812352306083895,78.92214722714903,191.76060359268055,73.79433647082736,121.47601866257881,73.26305234727765,42.913517747028976,191.64382173944608,73.88616337039797,121.57294453616923,free,1.0,1.0,0.0,200.0,ABCDEF-->ABCDEF,no
r5_fba,FBP-->DHAP+GAP,(kegg:R01068f),169.69554571549642,68.66730789176266,87.89886331788662,44.25408610883243,194.38593166622945,104.46142913037153,89.19966225296095,68.39840958983936,44.20452326859282,194.53385418900373,104.57893432589722,free,1.0,1.0,0.0,200.0,ABCDEF-->CBA+DEF,no
r6_fba,DHAP+GAP-->FBP,(kegg:R01068r),171.16594706434844,68.19509365394305,85.67422895884444,52.455835403381194,199.52702507256225,114.65195502453334,86.88963330421556,67.93309419331011,52.148580081903354,199.49152611127826,114.66455236208334,free,1.0,1.0,0.0,200.0,CBA+DEF-->ABCDEF,no
r7_tpi,DHAP-->GAP,(kegg:R01015f),23.922739086937455,40.79377218013779,40.02384819981322,190.0000514514607,190.415509071848,43.09225628248595,39.34959282942284,41.71596284292057,189.98431698592844,190.31074654657374,43.06722432610762,free,1.0,1.0,0.0,200.0,ABC-->ABC,no
r8_tpi,GAP-->DHAP,(kegg:R01015r),20.477472951194354,41.06669811489846,38.31094032091197,199.97181242083153,197.63293115506323,57.01827106438199,36.85844165307551,42.125689091790335,199.95412624545523,197.60261482209995,57.02371206529413,free,1.0,1.0,0.0,200.0,ABC-->ABC,no
r9_gapdh,GAP-->m3PG+NADH+ATP,(kegg:R01061f),74.43713172906723,32.23069934049831,105.38880348770321,183.0277401788503,197.86636513356828,172.75221698671908,112.57240894529296,32.43222312177458,183.20287221922973,197.8444163803288,172.80087039632238,free,1.0,1.0,0.0,200.0,ABC-->ABC,no
r10_gapdh,m3PG+NADH+ATP-->GAP,(kegg:R01061r),70.45803647557253,31.324432342988707,100.44978623688702,188.4334045992387,199.9378689459,196.09578346494942,106.80014226408306,31.524884595895386,188.3260984761237,199.92567666469796,196.0964187614519,free,1.0,1.0,0.0,200.0,ABC-->ABC,no
r11_peph,m3PG-->PEP,(kegg:R01512f),15.969802002960934,182.32935572298197,99.8656836329128,137.38497549031564,179.35711088875897,173.64216583080295,99.77698593889663,182.5408810511366,137.89762120720897,179.61182164449656,173.67213400400632,free,1.0,1.0,0.0,200.0,ABC-->ABC,no
r12_peph,PEP-->m3PG,(kegg:R01512r),17.572451057456007,183.1968967870291,96.80002979528373,142.86079372941495,185.25771826381342,200.0,95.47563629637665,183.28534886013313,143.10115283110954,185.30907013677816,199.99736266873379,free,1.0,1.0,0.0,200.0,ABC-->ABC,no
r13_pk,PEP-->Pyr+ATP,(kegg:R00200),97.59669184965621,0.47895611716482567,6.100416744129013,0.021420680690252603,12.238366362561546,0.03804771822438793,6.7383517359808565,0.7890786246799778,0.01690364755607776,11.894258243478,3.6758277151272e-10,free,1.0,1.0,0.0,200.0,ABC-->ABC,no
r16_pyrdh,Pyr-->AcCOAmit+CO2in+NADH,(kegg:R01196),71.19747393115847,50.439650824318264,45.47341642387909,37.007844524756464,45.96314663218282,51.17064223838321,43.349630031958185,49.2852733801126,36.22004101029422,44.98099678124827,51.091990604975294,free,1.0,1.0,0.0,200.0,ABC-->BC+A,no
