Sample,Glycolysis,Oxidative_PPP,Non_oxidative_PPP,TCA_Cycle,Pyruvate_Dehydrogenase,Fatty_Acid_Oxidation,Fatty_Acid_Synthesis,Malic_Enzyme,IDH_NADPH,Lactate_Dehydrogenase,Glutaminolysis,Alanine_catabolism,Aspartate_catabolism,Leucine_catabolism,Isoleucine_catabolism,Valine_catabolism,Serine_catabolism,Glycine_catabolism,Threonine_catabolism,Methionine_catabolism,Proline_catabolism,Arginine_catabolism,Histidine_catabolism,Lysine_catabolism,Phenylalanine_catabolism,Tyrosine_catabolism,Tryptophan_catabolism,Cysteine_catabolism,Asparagine_catabolism
A73,0.042527650530107375,-0.02296677775696232,-0.10797918445946222,-0.019834245097849618,-0.024225259233782298,-0.07666747060220419,0.0019346002811211904,-0.06376482156499913,-0.08083984586542795,0.1969990632418852,-0.073732470067675,-0.06482079566697121,-0.07968383451220168,0.0236344017573219,0.02346166800513011,0.014200032441832655,-0.15247798396181764,-0.10496847861410308,-0.1728045402076474,-0.1248537658163183,-0.1345368270159209,-0.15677844823184098,-0.17413876462710487,-0.10636351569747618,-0.19265387985640534,-0.19265387985640534,-0.19265387985640534,-0.10907717589391547,-0.07540682821716974
A74,0.18118082241219835,-0.07267339231052869,-0.13749882846040734,0.04204673696488398,0.015811637505963372,-0.03585351710941301,-0.03659217300853504,0.11182088763863962,-0.131237509667828,0.37685950405480634,-0.06601841397211189,-0.03456571472170866,0.025145442074187785,0.060164369043369526,0.06625404722544559,0.04152481093873689,-0.16899866316025064,-0.11408537908027383,-0.19265387985640534,-0.14747945444022018,-0.13842353138849156,-0.14729525422505896,-0.18600320518296126,-0.10700407183053523,-0.19265387985640534,-0.19265387985640534,-0.19265387985640534,-0.05534292912676034,-0.08328174236238628
A75,0.07358679814896546,-0.04439789560472662,-0.1160391187674121,-0.010002384161595934,0.0012701309582951181,-0.08668731553022932,-0.018659210186201314,-0.028571448591476728,-0.09306278860887213,0.19923920422710029,-0.05642444310262226,-0.05885724488932417,-0.04071599449693605,0.028539833456825592,0.05487476438295408,0.015092339396063525,-0.1618410358074709,-0.11144319118991261,-0.19265387985640534,-0.14010019676825963,-0.14250643592925244,-0.1528396910361945,-0.16998596293961177,-0.13377263956037305,-0.19265387985640534,-0.19265387985640534,-0.19265387985640534,-0.08188966756958821,-0.07376620768300624
A76,0.4131366139547067,0.2272063163436117,-0.0008107135790477171,0.06182226221262097,0.10790375386640855,0.09923577711522935,-0.0008107135790477171,0.16466928845378248,0.0011367930805899623,0.9491892864209522,0.0021216381070512796,0.007791112062630327,-0.0008107135790477171,0.04940004150546908,0.0195927486949175,0.017167145570922436,0.04799846136512772,0.012700085220649672,-0.0008107135790477171,0.0357265379897937,-0.0008107135790477171,-0.0008107135790477171,-0.0008107135790477171,0.11741277350403861,-0.0008107135790477171,-0.0008107135790477171,-0.0008107135790477171,-0.0008107135790477171,0.17279608417093126
A77,0.41995884417317214,0.2347986541374835,-0.0008107135790477171,0.060222586090104634,0.10800565160167869,0.10228476908834766,-0.0008107135790477171,0.14675497224704367,-0.0008107135790477171,0.9472034727629418,-0.0008107135790477171,0.0003167950879793893,-0.0008107135790477171,0.05211154764182705,0.020698042815096372,0.019161788747055243,0.04302247197996007,0.013862060212083409,-0.0008107135790477171,0.030028923758447033,-0.0008107135790477171,-0.0008107135790477171,-0.0008107135790477171,0.10359860226400372,-0.0008107135790477171,-0.0008107135790477171,-0.0008107135790477171,-0.0008107135790477171,0.16538471278451916
A78,0.4120442704028558,0.21692293843823876,-0.0008107135790477171,0.06263996038211056,0.10606241241434139,0.09785299686648241,-0.0008107135790477171,0.1329063164560186,-0.0008107135790477171,0.935100635494544,-0.0008107135790477171,-0.0008107135790477171,-0.0008107135790477171,0.05281255456383623,0.019851525051456494,0.01834789540030688,0.04854801728062418,0.012826727018991423,0.0002586391174955738,0.030352358982313525,-0.0008107135790477171,-0.0008107135790477171,-0.0008107135790477171,0.08949575093138196,-0.0008107135790477171,-0.0008107135790477171,-0.0008107135790477171,-0.0008107135790477171,0.17279608417093126
A79,0.4292900688465996,0.24084447077692825,-0.0008107135790477171,0.06807500987168633,0.1174685147502692,0.10708192107147488,0.001195858218068245,0.12464794373659999,0.00048365873552042027,0.9491892864209522,-0.0008107135790477171,0.016577410208363626,-0.0008107135790477171,0.07797835280587201,0.03446200857074357,0.03203400383696523,0.05668706254153524,0.022387880898243166,0.002196552063238162,0.035881316924223965,-0.0008107135790477171,-0.0008107135790477171,-0.0008107135790477171,0.1076353593140068,-0.0008107135790477171,-0.0008107135790477171,-0.0008107135790477171,-0.0008107135790477171,0.17121956142722516
A8,0.022718966269212798,0.03960553250042376,-0.004204994723327915,0.04055307860765717,0.008329247684611352,0.005309414696299822,-0.006304873851369797,-0.042746571736159644,0.008600950146624875,0.07149979879371751,0.03747801464495215,-0.04350685288915666,-0.018061784453966515,0.07671109363978706,0.0450945934770256,0.020215670829193455,-0.028486309611192084,0.05215062311301297,-0.048373125085121184,0.034198568216584097,-0.021321928010626906,0.007444683937441521,-0.048373125085121184,0.01427550898748628,-0.048373125085121184,-0.048373125085121184,-0.048373125085121184,-0.02469786153073615,0.029364218825988248
A80,0.4245569736955252,0.24031444065258614,-0.0008107135790477171,0.06108165557301145,0.11824234404147643,0.10954812403253891,0.007497225789831988,0.16200119880597028,-0.0008107135790477171,0.8688592391636146,-0.0008107135790477171,-0.0008107135790477171,-0.0008107135790477171,0.05607447111379899,0.026784816814260655,0.024140647922852816,0.04576810732096213,0.01972725522665738,0.00012227211121751402,0.03041309616921107,-0.0008107135790477171,-0.0008107135790477171,-0.0008107135790477171,0.10988922208244806,-0.0008107135790477171,-0.0008107135790477171,-0.0008107135790477171,-0.0008107135790477171,0.1482291351134574
A81,-0.30180926234471117,-0.4699379145242953,-0.49603160597104284,0.04431728877707142,-0.13147173095587655,-0.0292094338384159,-0.40678759037782664,0.08035464977836837,0.1835877379679146,0.17280611465604379,-0.41350203240215055,-0.4966464174574908,0.07945218014695421,-0.2484768684679124,-0.33250216223327905,-0.2938752873552652,-0.48051711865571095,-0.43869260151966755,-0.49598726700778,-0.45496230892245837,-0.4731459477700618,-0.4774310967293717,-0.4966464174574908,-0.45537222010407596,-0.4966464174574908,-0.4966464174574908,-0.4966464174574908,-0.3697144252112544,-0.3697144252112544
A82,-0.2818516063470627,-0.4660097242380814,-0.49159372487892966,0.056174328049168665,-0.12552003517822558,0.00943103219540653,-0.35585865981688225,0.2199846746805385,0.22930954476957222,0.22863277799237192,-0.4100053017593863,-0.4966464174574908,0.09157897529659698,-0.23313712373009304,-0.3354537484555597,-0.29348560647175836,-0.47049651093019895,-0.43222983204844323,-0.4861628231897797,-0.46109889879463234,-0.47276950244118265,-0.47726775390777554,-0.4966464174574908,-0.45274752937303325,-0.4966464174574908,-0.4966464174574908,-0.4966464174574908,-0.3680091603197246,-0.3680091603197246
A83,-0.27287074544440126,-0.46040336302381657,-0.4830069447984212,0.06830125727900327,-0.1921875486483976,0.048593124300219115,-0.3263811181635756,0.141212504126084,0.1607412034567155,0.13810473293835956,-0.39815556448003564,-0.4966464174574908,0.1539272554230111,-0.22138714211692145,-0.3429602298129848,-0.30715040748916134,-0.45004546910097704,-0.4373952558839384,-0.47833300511642307,-0.45523941735022755,-0.46572068013498064,-0.46715331091886686,-0.4966464174574908,-0.46491431655381704,-0.4966464174574908,-0.4966464174574908,-0.4966464174574908,-0.3594869035555117,-0.3594869035555117
