,Glycolysis,Oxidative_PPP,Non_oxidative_PPP,Lactate_Dehydrogenase,Pyruvate_Dehydrogenase,TCA_Cycle,Fatty_Acid_Oxidation,Fatty_Acid_Synthesis
Glycolysis,1.0,0.21642231131941744,0.12756927685038819,0.7134198211695121,0.4740802633152983,0.425338890585991,0.034072065829251326,0.27001999552470457
Oxidative_PPP,0.21642231131941744,1.0,0.9299077592026024,0.14797805880843087,0.7004791106249786,0.14015603559996007,0.271167615773067,0.9148720054023662
Non_oxidative_PPP,0.12756927685038819,0.9299077592026024,1.0,0.013419839915385248,0.7130747406695889,0.09425789716640666,0.21028888685391725,0.8845050732948091
Lactate_Dehydrogenase,0.7134198211695121,0.14797805880843087,0.013419839915385248,1.0,0.29631644254425427,0.5431323915763535,0.18136557895062722,0.19528837120997197
Pyruvate_Dehydrogenase,0.4740802633152983,0.7004791106249786,0.7130747406695889,0.29631644254425427,1.0,0.4167384744269992,0.3294047007155273,0.76793283156787
TCA_Cycle,0.425338890585991,0.14015603559996007,0.09425789716640666,0.5431323915763535,0.4167384744269992,1.0,0.7976799797353771,0.11398561806641178
Fatty_Acid_Oxidation,0.034072065829251326,0.271167615773067,0.21028888685391725,0.18136557895062722,0.3294047007155273,0.7976799797353771,1.0,0.16301218914273993
Fatty_Acid_Synthesis,0.27001999552470457,0.9148720054023662,0.8845050732948091,0.19528837120997197,0.76793283156787,0.11398561806641178,0.16301218914273993,1.0
