Pathway,Mean,SD
Glycolysis,0.1066808357970978,0.21912548925125638
Oxidative_PPP,-0.07453662051837161,0.19255603582660735
Non_oxidative_PPP,-0.08689182132905728,0.17889003568256873
Lactate_Dehydrogenase,0.27588943878561,0.26527685196563583
Pyruvate_Dehydrogenase,0.0064077463971868595,0.1306888081729096
TCA_Cycle,0.07082143256623,0.13771674732150924
Fatty_Acid_Oxidation,-0.02226757863663147,0.16626152162286625
Fatty_Acid_Synthesis,-0.09790591405311207,0.18157272798680316
